Set,AnimIndex,AccelerationX,AccelerationY,AccelerationZ,GyroscopeX,GyroscopeY,GyroscopeZ,OrientationX_sin,OrientationX_cos,OrientationY_sin,OrientationY_cos,OrientationZ_sin,OrientationZ_cos
Spin,0,831.7770275651728,-331.1405316730497,-8318.432805134671,0.40632409659884144,26.385450137271924,4.556861801309664,0.01764506623726443,0.8667444953553625,0.9808427092226125,-0.27111676373200855,0.5684331631748583,0.6583367245247783
Spin,0,831.8811667393019,-330.97178239403354,-8318.241271266972,0.29595398030987335,26.58365131292813,4.620633084342186,-0.004930408245463716,1.0807431000850614,0.9997028788712565,-0.1363599569203213,0.8540421146641453,0.6598992844715869
Spin,0,-826.2173729840404,339.978844924143,8155.1985460496235,0.9647674526402478,1.1643507125098136,0.29229321317724694,-0.24514865137428696,0.9289448712670123,0.9054037000492656,-0.08787040466520593,0.7396350164747189,0.5216457414271474
Spin,0,-826.1624658175609,340.0345549501876,8155.218959572204,0.7446709599741056,1.0331168334333336,0.321419322102888,-0.23915926810938207,0.9264373458707372,0.95393947548532,-0.13439580865278275,0.8325011218066662,0.7207855117614151
Spin,0,-826.1948253601854,340.0930089898834,8155.148348310577,0.666179034259285,1.1875351654946975,0.13655638483292187,-0.1813947203944796,0.9033547099846518,0.8773739121025098,-0.39295642374953554,0.8523346348668843,0.5396374548333759
Spin,0,-24.289771156289355,-8.174838584379868,14.3356999470019,1.3558572407909795,1.6975580174047133,0.5827441058444425,-0.3309342275620041,0.9876895075905558,0.9985256437220392,-0.07301046747396928,0.8253665661677291,0.44411523551549936
Spin,0,-24.03897478011583,-8.034046102797573,14.265643326313867,1.2896030998852543,1.6535076081831157,0.26680059107751003,0.08147213288398972,0.9560354476191609,1.0251685372233337,-0.06581010196410988,0.7886756209337042,0.7756022290082392
Spin,0,21.693172880564763,4.051845581449938,-10.909650617530179,0.9988922302788491,0.7308859400162654,0.14759674721508376,-0.06763513706128421,0.9648117683583244,1.0988514088264427,-0.41979032108974224,0.6689285235925272,0.6907095793577451
Spin,0,22.000340841470603,3.9943045046640524,-10.888917642517093,1.2325960088847159,0.7722669289383232,0.29757860954982984,-0.1967800885174048,0.8184220253133324,1.1359266493544806,-0.12534181743195744,0.7775969265817727,0.5523271317765809
Spin,0,22.034662125226987,4.0727526594490735,-10.968656166493336,1.15932601709405,0.8479445439973227,0.24505557814602338,-0.2362612439427351,1.1247061701472003,0.9978253714442702,-0.3163160728534683,0.7196849780133601,0.5437483579537963
Spin,0,-18.075628222786616,-4.072099532000959,12.046619711411143,1.6831554469260603,0.41180232826766267,-0.07522004186192888,-0.16795945074953594,1.10001239927018,1.03524300678096,-0.19213202868776288,0.8322748194803646,0.6499273883335989
Spin,0,-18.05108160686915,-3.84147068235641,12.068167189389845,1.9274469486245107,0.3346468849948177,0.06189509329983933,-0.11220216171301761,0.8771887915003672,0.9403629145844965,-0.007144482243540556,0.8848589659914756,0.5904719214058298
Spin,0,20.262616817542433,3.9531128106747344,-12.970060689761333,1.243583629308698,-0.11429979812304975,0.24875050543959232,0.07192510981442213,0.9406574581299638,0.9081376978467965,-0.28606607322157446,0.8838040655803835,0.6163613309870191
Spin,0,20.31745669562632,3.744256144578591,-12.87331682767522,1.4257734436725151,0.2110380952070422,0.08548666121969507,-0.16678419655804963,0.970468039688688,0.798602272760989,-0.42791190480918495,0.7349396547202764,0.5980354395696069
Spin,0,20.267575983738208,3.6732846145323204,-13.063522264031496,1.5836434060481774,0.05129918939923922,0.23504486282679987,-0.1628099724107224,0.990947406255917,0.8736501692870419,-0.3341942416050537,0.9494735110138756,0.511468621332756
Spin,0,-37.18699835053925,-4.135178352403451,5.5816741181190626,0.9136388786852783,0.12266946972797055,0.8492349680249817,-0.11722639419841632,1.0206716592143041,1.0760704496054176,-0.16154894234339187,0.707089893433727,0.6240472208010552
Spin,0,-37.06113075101718,-4.117366236121397,5.409471383291383,0.8957414484843103,-0.16802919708840366,1.0023862330903353,-0.20879330690770023,1.0235885819363808,1.1173304706149279,-0.2869433647252747,0.968467583243237,0.40730014612423104
Spin,0,24.163040107409728,7.0662891711057805,-12.79390868422859,0.4060680350951113,0.46433836464222783,0.793493768596403,-0.33297611691408,0.7723060858899377,0.9087068352019482,-0.1924030583547727,0.8091679034089477,0.4702572233812542
Spin,0,24.03887368022614,7.16691857115489,-12.756304594377035,0.38309641215607193,0.2964124463984673,0.8348087499555293,-0.16620131754411477,1.0729115532732079,0.9646914407404723,-0.35810406231780134,1.0325104495099904,0.5817550238280822
Spin,0,3.3035828383789916,2.544575636385796,-3.6235344269437637,0.31831006795073735,0.691749494497571,0.8751595640343655,-0.1970143015329318,0.8554585483146558,1.028234017555702,-0.40796568290622026,0.7206706833279389,0.7038854315279782
Spin,0,3.372781896857498,2.594159496368694,-3.668412306262064,0.04083083934650589,0.7990796913818882,0.8434231512281108,-0.2985923792943883,1.069616739116671,0.9452030433992272,-0.39020561552534666,0.831353712425837,0.5408549415880298
Spin,0,3.2459594550477995,2.717274461972145,-3.491074704663997,-0.07626679321537144,0.6571433461395001,0.7031289268925839,-0.1176214781632345,0.9694161296343794,0.9750770962602647,-0.21609264880396517,0.8456205954300438,0.4336467300264557
Spin,0,-49.43940301822724,-2.6304049363769937,0.6014984001622132,0.18938686669550203,1.0153425295017664,1.5168380865964,-0.132186406695823,0.9743101998067824,0.8931467267418495,-0.13461641774678235,0.8246171710678308,0.7024488860458235
Spin,0,-49.47856927016669,-2.2825121397658545,0.5784937954777813,0.08539850233144525,1.047217172737413,1.586066644773833,-0.22511565323560337,0.9677648244984696,0.8564555345443468,-0.23608148574196935,0.9074944351134175,0.6106815609140991
Spin,0,42.77597273400411,5.095565994709579,-11.932257412753323,-0.05540110632798738,0.5751493692401992,0.8115672148638151,-0.09651097714102433,1.071806748564728,0.9482444495911975,-0.20791327264798873,0.8053118483523422,0.8204579690853774
Spin,0,42.89788775148249,5.21038370673273,-11.84914775801485,-0.12359039580460425,0.403768753052018,1.1020630399276095,-0.26908822214066014,1.056766124851022,0.8297842549304834,-0.21405654589056738,0.7693131330481815,0.48751741435896495
Spin,0,42.774843750631966,5.047648790693388,-11.834639636903763,-0.03922163658847344,0.6569986210819277,1.0080037367946948,-0.3027556564589719,0.9915652493785523,0.9513218476107191,-0.23738557988437153,0.8826022186514397,0.45355107733417166
Spin,0,-42.81898953422528,1.612759419502836,-19.98487327763628,-0.9226331507948298,0.5922599939458357,-0.010745933210851696,-0.22821480289642265,0.893002917158377,0.8261332257550404,-0.23131882008531854,0.7862835563541809,0.6304960044017058
Spin,0,-43.06679306474287,1.5190420286391724,-19.826798197548023,-1.193037642058762,0.5261914970570819,0.18196491157395991,-0.4133613821412887,1.04080679679767,0.975212598587937,-0.16875228177584145,0.883675235575702,0.693798887042746
Spin,0,34.950938052862185,2.9178617928822383,-5.068753231425003,-1.080971043630587,0.066086150396465,-0.1257326689064036,-0.07577950880367168,1.0267627949292417,0.9779073957833305,-0.34679456989610224,0.6893985690876384,0.7535932600899355
Spin,0,35.02178906240977,3.0924423670643635,-5.055906666099047,-1.3640416428826394,0.2237045161232537,-0.15427663441952055,-0.32551544174806196,0.8974726803139468,0.9260471962875579,-0.4467898089696406,0.77063289500125,0.7244111363706137
Spin,0,0.6346617775056421,1.5703125619890348,-8.208154649235691,-1.8260174886763116,-0.21459627671029508,-0.329773362665985,-0.36972564745819264,0.9177025374683364,0.8912472069746038,-0.2324921964288971,0.7159132966746238,0.7705941389317079
Spin,0,0.902252211626632,1.5908597666234383,-8.400732558626771,-1.7456623228254693,-0.18486649697113622,-0.4688617027518053,-0.2209963953615875,0.976576392497936,0.9885385107787561,-0.3118386877393818,0.8773596473230592,0.6262374857343094
Spin,0,0.8311861037330901,1.7233220420572555,-8.31080674085772,-1.9442168522495176,-0.2606402544043044,-0.23527666597668123,-0.1709147211097638,0.9048352488855784,0.9270534051293811,-0.28404703646307444,0.775390839471596,0.6244766171951457
