Set,AnimIndex,AccelerationX,AccelerationY,AccelerationZ,GyroscopeX,GyroscopeY,GyroscopeZ,OrientationX_sin,OrientationX_cos,OrientationY_sin,OrientationY_cos,OrientationZ_sin,OrientationZ_cos
Run,0,64.76535902006584,408.68308774000354,357.24123046482515,-10.427558501252205,-0.948842093970069,-6.757906243923227,0.13481217146899993,1.1341920417563445,1.0705671719462102,0.02883373400477946,0.6303809530997129,0.7921511736274979
Run,0,-38.90091572847349,-372.9145509479323,-270.1482705109202,-0.47186429534543717,-3.8287924259588495,-0.2807108087949939,0.2180279935596962,0.8897845871103939,1.2485946985221583,0.14183645215570687,0.4940311653863604,0.6487042747057876
Run,0,-38.91476128981509,-372.94896831224685,-270.17852588021145,-0.6582966269715141,-3.970146686028078,-0.42725532234033126,-0.0035175661088603094,0.9621578235441708,0.9536167346030557,0.22524091131398094,0.4467389928454594,0.7284958347795246
Run,0,-0.7964208030375813,-3.3726704112642953,3.1138718650327126,-0.38704871008134645,-3.9474055609808163,-0.46729775972794646,0.3059876769912657,0.9274601014281344,1.002089490791262,0.31352355528524806,0.5376493294001784,0.743549227691103
Run,0,-0.7362846093440145,-3.5020898414428663,3.1734355706616295,-0.2833077021472823,-3.627527482379663,-0.2678091078040608,0.20012243403175684,0.9016638352518164,1.119648770719682,0.285416217394914,0.567487847938227,0.8490543031849511
Run,0,-0.6984165214035526,-3.2958150139229963,3.2192460819835693,-0.3382795139022593,-3.6733244831965504,-0.2738902428504258,0.2142285139246699,1.0389572920171406,0.9543454625729108,0.1589438385310272,0.5038314544283151,0.7502364385933845
Run,0,5.5111210916458875,6.866388712720912,65.08601431358224,-0.12925252543378346,-4.486388277666662,-0.5746389475858953,0.09162291066376385,1.0006394842459834,1.1079962245170272,0.09726375096651785,0.6192875493069421,0.8308082154382662
Run,0,5.698038358205811,6.8175052204567965,65.06184737515721,-0.12854543276934202,-4.286845994527156,-0.382524600493364,0.15864333187129215,0.9453491425292813,0.886423014693656,0.2152819708634204,0.6804731254577142,0.8820742003357325
Run,0,-7.260852381543176,-15.774419053365346,-33.72305632703271,-0.08960037103455581,-2.978298343736865,-0.5827450622168763,0.11813817588598839,0.8508732029205434,0.9333654302988347,0.15220214784141428,0.6399471277320667,0.8344366369979489
Run,0,-7.05176262641,-15.839414752630798,-33.66099374825852,-0.07796043199388447,-2.898150274881711,-0.6010293571016679,0.26279637731808736,0.9846609466965739,0.7917570588460685,0.09836866604533859,0.5760049053468141,1.0726729405838926
