Set,AnimIndex,AccelerationX,AccelerationY,AccelerationZ,GyroscopeX,GyroscopeY,GyroscopeZ,OrientationX_sin,OrientationX_cos,OrientationY_sin,OrientationY_cos,OrientationZ_sin,OrientationZ_cos
Walk,0,0.08105734206800873,0.13354963693281857,-0.10594071951420385,-0.04505918318565391,0.1709385049203223,-0.030176134577616417,0.21327951198608155,0.8810356970320252,1.0100034133404532,-0.05045529411989001,0.15711274880552822,0.9486441857111884
Walk,0,-4.7976851849071664,15.868141752484808,69.19813168491993,1.0508773660640987,-0.8032085503805632,0.6902676003740779,-0.11435092376347174,1.017012244003996,0.9129210048005119,0.04633097887399304,0.34382840461223235,1.1076890491381717
Walk,0,4.134215206741957,-8.983635784651492,-53.99952813581546,-0.0971461987533921,-0.014427944974337085,0.13618366045187263,0.10149291408206071,1.1010076062725367,0.9481054756592987,0.1307125895828357,0.3841291809916692,0.913944075790408
Walk,0,3.221517274401108,-10.694735134210298,-53.80069126121677,0.18853632278827936,0.11211669388825918,0.16181845550473928,-0.16087840250841345,1.06632235459265,1.072008535478079,-0.0026615751172454592,0.41393480171895897,0.8246530045838505
Walk,0,2.4244883209800974,-15.109317253957926,-57.16193620041516,-0.008862655711479345,-0.12357340884232444,-0.011527697638098888,-0.07200766604016381,1.0467365963262905,0.992152255620814,0.07381275558669981,0.34112458128994394,0.9395983977981542
Walk,0,0.10804819643011487,-0.01680440035945375,0.08564606549040671,0.10149794226164213,-0.03108018124532412,-0.08774457342322012,-0.01602355317297663,0.9142598155436427,1.1621236491416234,-0.08914584074364337,0.4249270838063743,0.844481814972844
Walk,0,11.956357072719006,-13.276675939901688,-53.47775420482248,-0.0854137978837267,0.23641781715778445,-0.2460461310603929,-0.12819198730296605,1.084561068265193,0.9756996353171508,0.0405633672196135,0.36242583712475146,0.9315458894437495
Walk,0,17.496947094904925,-27.54788716717323,-45.72703460314347,0.0005729526214272181,-0.029765623157501198,0.0657253117162889,-0.1384288323839625,1.072671613160703,0.7912554496834746,0.23548672043711422,0.2597735877808917,0.8033366623090681
Walk,0,16.097955522659714,-37.41550164829775,-32.147808278128295,-0.1811045906118587,-0.07028431631722697,-0.005012292548878313,-0.13774139116092549,0.7320766386272102,1.0748838644658925,0.25557961101390564,0.19986194354017606,0.9613531130156402
Walk,0,18.793087328506505,-57.49330159016105,-33.91643139732954,0.021841937757092134,0.11052311164126866,0.09210384214508736,-0.1861199476168634,0.9231101331716914,0.9805348917521588,0.05575820137492027,0.2911466407042336,0.9632063518138871
